NameOfProblem	Algo	QI	Counter	Percentage	PercentageII
UT1	NSGA-II	HV	5	0.714285714285714	71.4285714285714
UT1	NSGA-II	IGD	0	0	0
UT1	NSGA-II	EP	0	0	0
UT1	NSGA-II	GD	0	0	0
UT1	NSGA-II	GS	0	0	0
UT1	NSGA-II	ED	6	0.857142857142857	85.7142857142857
UT1	NSGA-II	PFS	6	0.857142857142857	85.7142857142857
UT1	NSGA-II	C	0	0	0
UT1	PAES	HV	5	0.714285714285714	71.4285714285714
UT1	PAES	IGD	0	0	0
UT1	PAES	EP	0	0	0
UT1	PAES	GD	0	0	0
UT1	PAES	GS	0	0	0
UT1	PAES	ED	7	1	100
UT1	PAES	PFS	6	0.857142857142857	85.7142857142857
UT1	PAES	C	0	0	0
UT1	SMPSO	HV	6	0.857142857142857	85.7142857142857
UT1	SMPSO	IGD	0	0	0
UT1	SMPSO	EP	0	0	0
UT1	SMPSO	GD	0	0	0
UT1	SMPSO	GS	0	0	0
UT1	SMPSO	ED	7	1	100
UT1	SMPSO	PFS	0	0	0
UT1	SMPSO	C	0	0	0
UT1	SPEA2	HV	0	0	0
UT1	SPEA2	IGD	0	0	0
UT1	SPEA2	EP	0	0	0
UT1	SPEA2	GD	0	0	0
UT1	SPEA2	GS	0	0	0
UT1	SPEA2	ED	0	0	0
UT1	SPEA2	PFS	7	1	100
UT1	SPEA2	C	0	0	0
UT2	CellDE	HV	0	0	0
UT2	CellDE	IGD	0	0	0
UT2	CellDE	EP	0	0	0
UT2	CellDE	GD	0	0	0
UT2	CellDE	GS	7	1	100
UT2	CellDE	ED	0	0	0
UT2	CellDE	PFS	0	0	0
UT2	CellDE	C	0	0	0
UT2	MOCell	HV	0	0	0
UT2	MOCell	IGD	0	0	0
UT2	MOCell	EP	0	0	0
UT2	MOCell	GD	0	0	0
UT2	MOCell	GS	7	1	100
UT2	MOCell	ED	0	0	0
UT2	MOCell	PFS	0	0	0
UT2	MOCell	C	0	0	0
UT2	NSGA-II	HV	0	0	0
UT2	NSGA-II	IGD	0	0	0
UT2	NSGA-II	EP	0	0	0
UT2	NSGA-II	GD	0	0	0
UT2	NSGA-II	GS	6	0.857142857142857	85.7142857142857
UT2	NSGA-II	ED	0	0	0
UT2	NSGA-II	PFS	7	1	100
UT2	NSGA-II	C	0	0	0
UT2	PAES	HV	0	0	0
UT2	PAES	IGD	0	0	0
UT2	PAES	EP	0	0	0
UT2	PAES	GD	0	0	0
UT2	PAES	GS	6	0.857142857142857	85.7142857142857
UT2	PAES	ED	0	0	0
UT2	PAES	PFS	7	1	100
UT2	PAES	C	0	0	0
UT2	SMPSO	HV	0	0	0
UT2	SMPSO	IGD	0	0	0
UT2	SMPSO	EP	0	0	0
UT2	SMPSO	GD	0	0	0
UT2	SMPSO	GS	7	1	100
UT2	SMPSO	ED	0	0	0
UT2	SMPSO	PFS	0	0	0
UT2	SMPSO	C	0	0	0
UT2	SPEA2	HV	0	0	0
UT2	SPEA2	IGD	0	0	0
UT2	SPEA2	EP	0	0	0
UT2	SPEA2	GD	0	0	0
UT2	SPEA2	GS	0	0	0
UT2	SPEA2	ED	0	0	0
UT2	SPEA2	PFS	7	1	100
UT2	SPEA2	C	0	0	0
UT3	CellDE	HV	7	1	100
UT3	CellDE	IGD	0	0	0
UT3	CellDE	EP	0	0	0
UT3	CellDE	GD	0	0	0
UT3	CellDE	GS	0	0	0
UT3	CellDE	ED	0	0	0
UT3	CellDE	PFS	0	0	0
UT3	CellDE	C	0	0	0
UT3	MOCell	HV	6	0.857142857142857	85.7142857142857
UT3	MOCell	IGD	0	0	0
UT3	MOCell	EP	0	0	0
UT3	MOCell	GD	0	0	0
UT3	MOCell	GS	0	0	0
UT3	MOCell	ED	7	1	100
UT3	MOCell	PFS	0	0	0
UT3	MOCell	C	0	0	0
UT3	NSGA-II	HV	5	0.714285714285714	71.4285714285714
UT3	NSGA-II	IGD	0	0	0
UT3	NSGA-II	EP	0	0	0
UT3	NSGA-II	GD	0	0	0
UT3	NSGA-II	GS	0	0	0
UT3	NSGA-II	ED	6	0.857142857142857	85.7142857142857
UT3	NSGA-II	PFS	7	1	100
UT3	NSGA-II	C	0	0	0
UT3	PAES	HV	5	0.714285714285714	71.4285714285714
UT3	PAES	IGD	0	0	0
UT3	PAES	EP	0	0	0
UT3	PAES	GD	0	0	0
UT3	PAES	GS	0	0	0
UT3	PAES	ED	6	0.857142857142857	85.7142857142857
UT3	PAES	PFS	7	1	100
UT3	PAES	C	0	0	0
UT3	SMPSO	HV	5	0.714285714285714	71.4285714285714
UT3	SMPSO	IGD	0	0	0
UT3	SMPSO	EP	0	0	0
UT3	SMPSO	GD	0	0	0
UT3	SMPSO	GS	0	0	0
UT3	SMPSO	ED	7	1	100
UT3	SMPSO	PFS	6	0.857142857142857	85.7142857142857
UT3	SMPSO	C	0	0	0
UT3	SPEA2	HV	0	0	0
UT3	SPEA2	IGD	0	0	0
UT3	SPEA2	EP	0	0	0
UT3	SPEA2	GD	0	0	0
UT3	SPEA2	GS	0	0	0
UT3	SPEA2	ED	0	0	0
UT3	SPEA2	PFS	7	1	100
UT3	SPEA2	C	0	0	0
UT4	CellDE	HV	0	0	0
UT4	CellDE	IGD	0	0	0
UT4	CellDE	EP	0	0	0
UT4	CellDE	GD	0	0	0
UT4	CellDE	GS	7	1	100
UT4	CellDE	ED	0	0	0
UT4	CellDE	PFS	0	0	0
UT4	CellDE	C	0	0	0
UT4	MOCell	HV	0	0	0
UT4	MOCell	IGD	0	0	0
UT4	MOCell	EP	0	0	0
UT4	MOCell	GD	0	0	0
UT4	MOCell	GS	7	1	100
UT4	MOCell	ED	0	0	0
UT4	MOCell	PFS	0	0	0
UT4	MOCell	C	0	0	0
UT4	NSGA-II	HV	0	0	0
UT4	NSGA-II	IGD	0	0	0
UT4	NSGA-II	EP	0	0	0
UT4	NSGA-II	GD	0	0	0
UT4	NSGA-II	GS	6	0.857142857142857	85.7142857142857
UT4	NSGA-II	ED	0	0	0
UT4	NSGA-II	PFS	7	1	100
UT4	NSGA-II	C	0	0	0
UT4	PAES	HV	0	0	0
UT4	PAES	IGD	0	0	0
UT4	PAES	EP	0	0	0
UT4	PAES	GD	0	0	0
UT4	PAES	GS	6	0.857142857142857	85.7142857142857
UT4	PAES	ED	0	0	0
UT4	PAES	PFS	7	1	100
UT4	PAES	C	0	0	0
UT4	SMPSO	HV	0	0	0
UT4	SMPSO	IGD	0	0	0
UT4	SMPSO	EP	0	0	0
UT4	SMPSO	GD	0	0	0
UT4	SMPSO	GS	7	1	100
UT4	SMPSO	ED	0	0	0
UT4	SMPSO	PFS	0	0	0
UT4	SMPSO	C	0	0	0
UT4	SPEA2	HV	0	0	0
UT4	SPEA2	IGD	0	0	0
UT4	SPEA2	EP	0	0	0
UT4	SPEA2	GD	0	0	0
UT4	SPEA2	GS	0	0	0
UT4	SPEA2	ED	0	0	0
UT4	SPEA2	PFS	7	1	100
UT4	SPEA2	C	0	0	0
RALIC	MOCell	HV	7	1	100
RALIC	MOCell	IGD	0	0	0
RALIC	MOCell	EP	0	0	0
RALIC	MOCell	GD	0	0	0
RALIC	MOCell	GS	5	0.714285714285714	71.4285714285714
RALIC	MOCell	ED	0	0	0
RALIC	MOCell	PFS	5	0.714285714285714	71.4285714285714
RALIC	MOCell	C	0	0	0
RALIC	NSGA-II	HV	0	0	0
RALIC	NSGA-II	IGD	4	0.571428571428571	57.1428571428571
RALIC	NSGA-II	EP	4	0.571428571428571	57.1428571428571
RALIC	NSGA-II	GD	4	0.571428571428571	57.1428571428571
RALIC	NSGA-II	GS	2	0.285714285714286	28.5714285714286
RALIC	NSGA-II	ED	4	0.571428571428571	57.1428571428571
RALIC	NSGA-II	PFS	2	0.285714285714286	28.5714285714286
RALIC	NSGA-II	C	0	0	0
RALIC	PAES	HV	6	0.857142857142857	85.7142857142857
RALIC	PAES	IGD	2	0.285714285714286	28.5714285714286
RALIC	PAES	EP	2	0.285714285714286	28.5714285714286
RALIC	PAES	GD	2	0.285714285714286	28.5714285714286
RALIC	PAES	GS	6	0.857142857142857	85.7142857142857
RALIC	PAES	ED	2	0.285714285714286	28.5714285714286
RALIC	PAES	PFS	0	0	0
RALIC	PAES	C	0	0	0
RALIC	SPEA2	HV	2	0.285714285714286	28.5714285714286
RALIC	SPEA2	IGD	4	0.571428571428571	57.1428571428571
RALIC	SPEA2	EP	2	0.285714285714286	28.5714285714286
RALIC	SPEA2	GD	4	0.571428571428571	57.1428571428571
RALIC	SPEA2	GS	0	0	0
RALIC	SPEA2	ED	4	0.571428571428571	57.1428571428571
RALIC	SPEA2	PFS	4	0.571428571428571	57.1428571428571
RALIC	SPEA2	C	0	0	0
WORD	MOCell	HV	5	0.714285714285714	71.4285714285714
WORD	MOCell	IGD	0	0	0
WORD	MOCell	EP	0	0	0
WORD	MOCell	GD	5	0.714285714285714	71.4285714285714
WORD	MOCell	GS	5	0.714285714285714	71.4285714285714
WORD	MOCell	ED	0	0	0
WORD	MOCell	PFS	0	0	0
WORD	MOCell	C	0	0	0
WORD	NSGA-II	HV	2	0.285714285714286	28.5714285714286
WORD	NSGA-II	IGD	7	1	100
WORD	NSGA-II	EP	4	0.571428571428571	57.1428571428571
WORD	NSGA-II	GD	4	0.571428571428571	57.1428571428571
WORD	NSGA-II	GS	2	0.285714285714286	28.5714285714286
WORD	NSGA-II	ED	4	0.571428571428571	57.1428571428571
WORD	NSGA-II	PFS	0	0	0
WORD	NSGA-II	C	0	0	0
WORD	PAES	HV	0	0	0
WORD	PAES	IGD	4	0.571428571428571	57.1428571428571
WORD	PAES	EP	6	0.857142857142857	85.7142857142857
WORD	PAES	GD	0	0	0
WORD	PAES	GS	6	0.857142857142857	85.7142857142857
WORD	PAES	ED	4	0.571428571428571	57.1428571428571
WORD	PAES	PFS	0	0	0
WORD	PAES	C	0	0	0
WORD	SPEA2	HV	7	1	100
WORD	SPEA2	IGD	5	0.714285714285714	71.4285714285714
WORD	SPEA2	EP	0	0	0
WORD	SPEA2	GD	6	0.857142857142857	85.7142857142857
WORD	SPEA2	GS	0	0	0
WORD	SPEA2	ED	0	0	0
WORD	SPEA2	PFS	0	0	0
WORD	SPEA2	C	0	0	0
NRL	MOCell	HV	3	0.428571428571429	42.8571428571429
NRL	MOCell	IGD	3	0.428571428571429	42.8571428571429
NRL	MOCell	EP	3	0.428571428571429	42.8571428571429
NRL	MOCell	GD	7	1	100
NRL	MOCell	GS	3	0.428571428571429	42.8571428571429
NRL	MOCell	ED	0	0	0
NRL	MOCell	PFS	0	0	0
NRL	MOCell	C	0	0	0
NRL	NSGA-II	HV	5	0.714285714285714	71.4285714285714
NRL	NSGA-II	IGD	5	0.714285714285714	71.4285714285714
NRL	NSGA-II	EP	2	0.285714285714286	28.5714285714286
NRL	NSGA-II	GD	2	0.285714285714286	28.5714285714286
NRL	NSGA-II	GS	5	0.714285714285714	71.4285714285714
NRL	NSGA-II	ED	0	0	0
NRL	NSGA-II	PFS	2	0.285714285714286	28.5714285714286
NRL	NSGA-II	C	0	0	0
NRL	PAES	HV	0	0	0
NRL	PAES	IGD	5	0.714285714285714	71.4285714285714
NRL	PAES	EP	5	0.714285714285714	71.4285714285714
NRL	PAES	GD	3	0.428571428571429	42.8571428571429
NRL	PAES	GS	5	0.714285714285714	71.4285714285714
NRL	PAES	ED	3	0.428571428571429	42.8571428571429
NRL	PAES	PFS	2	0.285714285714286	28.5714285714286
NRL	PAES	C	0	0	0
NRL	SPEA2	HV	7	1	100
NRL	SPEA2	IGD	0	0	0
NRL	SPEA2	EP	0	0	0
NRL	SPEA2	GD	0	0	0
NRL	SPEA2	GS	0	0	0
NRL	SPEA2	ED	0	0	0
NRL	SPEA2	PFS	6	0.857142857142857	85.7142857142857
NRL	SPEA2	C	0	0	0
